iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
265,"(10, 19)","(11, 19)",West,"[(11, 19), (9, 19)]","[(10, 19), (11, 17), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(11, 17), (9, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",266,123,27,150
266,"(11, 17)","(11, 18)",South,"[(11, 18)]","[(11, 17), (9, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(9, 19), (31, 30), (31, 24), (33, 32), (25, 20), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20)]",267,124,26,150
267,"(9, 19)","(10, 19)",West,"[(9, 20), (10, 19)]","[(9, 19), (31, 30), (31, 24), (33, 32), (25, 20), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20)]","[(31, 30), (25, 20), (31, 24), (33, 32), (21, 20), (22, 17), (17, 20), (16, 17), (13, 20), (9, 20)]",268,124,26,150
268,"(31, 30)","(31, 29)",North,"[(31, 31), (31, 29)]","[(31, 30), (25, 20), (31, 24), (33, 32), (21, 20), (22, 17), (17, 20), (16, 17), (13, 20), (9, 20)]","[(31, 24), (25, 20), (22, 17), (33, 32), (21, 20), (9, 20), (17, 20), (16, 17), (13, 20), (31, 31)]",269,93,59,152
269,"(31, 24)","(31, 23)",North,"[(31, 25), (31, 23)]","[(31, 24), (25, 20), (22, 17), (33, 32), (21, 20), (9, 20), (17, 20), (16, 17), (13, 20), (31, 31)]","[(25, 20), (33, 32), (22, 17), (16, 17), (21, 20), (9, 20), (17, 20), (31, 31), (13, 20), (31, 25)]",270,99,53,152
270,"(25, 20)","(25, 19)",North,"[(25, 21), (25, 19)]","[(25, 20), (33, 32), (22, 17), (16, 17), (21, 20), (9, 20), (17, 20), (31, 31), (13, 20), (31, 25)]","[(33, 32), (21, 20), (22, 17), (16, 17), (31, 25), (9, 20), (17, 20), (31, 31), (13, 20), (25, 21)]",271,109,43,152
271,"(33, 32)","(33, 31)",North,"[(33, 33), (33, 31)]","[(33, 32), (21, 20), (22, 17), (16, 17), (31, 25), (9, 20), (17, 20), (31, 31), (13, 20), (25, 21)]","[(21, 20), (16, 17), (22, 17), (13, 20), (31, 25), (9, 20), (17, 20), (31, 31), (25, 21), (33, 33)]",272,89,63,152
272,"(21, 20)","(21, 19)",North,"[(21, 21), (21, 19)]","[(21, 20), (16, 17), (22, 17), (13, 20), (31, 25), (9, 20), (17, 20), (31, 31), (25, 21), (33, 33)]","[(22, 17), (16, 17), (17, 20), (13, 20), (31, 25), (9, 20), (33, 33), (31, 31), (25, 21), (21, 21)]",273,113,39,152
273,"(22, 17)","(21, 17)",East,"[(23, 17), (21, 17)]","[(22, 17), (16, 17), (17, 20), (13, 20), (31, 25), (9, 20), (33, 33), (31, 31), (25, 21), (21, 21)]","[(17, 20), (16, 17), (9, 20), (13, 20), (31, 25), (21, 21), (33, 33), (31, 31), (25, 21), (23, 17)]",274,115,37,152
274,"(17, 20)","(17, 19)",North,"[(17, 21), (17, 19)]","[(17, 20), (16, 17), (9, 20), (13, 20), (31, 25), (21, 21), (33, 33), (31, 31), (25, 21), (23, 17)]","[(16, 17), (13, 20), (9, 20), (31, 31), (31, 25), (21, 21), (33, 33), (23, 17), (25, 21), (17, 21)]",275,117,35,152
275,"(16, 17)","(15, 17)",East,"[(17, 17), (15, 17)]","[(16, 17), (13, 20), (9, 20), (31, 31), (31, 25), (21, 21), (33, 33), (23, 17), (25, 21), (17, 21)]","[(13, 20), (31, 31), (9, 20), (25, 21), (31, 25), (21, 21), (33, 33), (23, 17), (17, 21), (17, 17)]",276,121,31,152
276,"(13, 20)","(13, 19)",North,"[(13, 21), (13, 19)]","[(13, 20), (31, 31), (9, 20), (25, 21), (31, 25), (21, 21), (33, 33), (23, 17), (17, 21), (17, 17)]","[(9, 20), (31, 31), (33, 33), (25, 21), (31, 25), (21, 21), (17, 17), (23, 17), (17, 21), (13, 21)]",277,121,31,152
277,"(9, 20)","(9, 19)",North,"[(9, 21), (9, 19)]","[(9, 20), (31, 31), (33, 33), (25, 21), (31, 25), (21, 21), (17, 17), (23, 17), (17, 21), (13, 21)]","[(31, 31), (31, 25), (33, 33), (25, 21), (13, 21), (21, 21), (17, 17), (23, 17), (17, 21), (9, 21)]",278,125,27,152
278,"(31, 31)","(31, 30)",North,"[(31, 32), (31, 30)]","[(31, 31), (31, 25), (33, 33), (25, 21), (13, 21), (21, 21), (17, 17), (23, 17), (17, 21), (9, 21)]","[(31, 25), (25, 21), (33, 33), (23, 17), (13, 21), (21, 21), (17, 17), (9, 21), (17, 21), (31, 32)]",279,94,60,154
279,"(31, 25)","(31, 24)",North,"[(31, 24)]","[(31, 25), (25, 21), (33, 33), (23, 17), (13, 21), (21, 21), (17, 17), (9, 21), (17, 21), (31, 32)]","[(25, 21), (23, 17), (33, 33), (17, 21), (13, 21), (21, 21), (17, 17), (9, 21), (31, 32)]",280,100,54,154
280,"(25, 21)","(25, 20)",North,"[(25, 22), (25, 20)]","[(25, 21), (23, 17), (33, 33), (17, 21), (13, 21), (21, 21), (17, 17), (9, 21), (31, 32)]","[(33, 33), (23, 17), (21, 21), (17, 21), (13, 21), (31, 32), (17, 17), (9, 21), (25, 22)]",281,110,44,154
281,"(33, 33)","(33, 32)",North,"[(33, 34), (33, 32), (34, 33)]","[(33, 33), (23, 17), (21, 21), (17, 21), (13, 21), (31, 32), (17, 17), (9, 21), (25, 22)]","[(21, 21), (23, 17), (17, 17), (17, 21), (13, 21), (31, 32), (25, 22), (9, 21), (33, 34), (34, 33)]",282,90,64,154
282,"(21, 21)","(21, 20)",North,"[(21, 22), (21, 20), (22, 21), (20, 21)]","[(21, 21), (23, 17), (17, 17), (17, 21), (13, 21), (31, 32), (25, 22), (9, 21), (33, 34), (34, 33)]","[(23, 17), (17, 21), (17, 17), (9, 21), (13, 21), (20, 21), (25, 22), (34, 33), (33, 34), (21, 22), (22, 21), (31, 32)]",283,114,40,154
283,"(23, 17)","(22, 17)",East,"[(22, 17)]","[(23, 17), (17, 21), (17, 17), (9, 21), (13, 21), (20, 21), (25, 22), (34, 33), (33, 34), (21, 22), (22, 21), (31, 32)]","[(17, 21), (13, 21), (17, 17), (9, 21), (31, 32), (20, 21), (25, 22), (34, 33), (33, 34), (21, 22), (22, 21)]",284,116,38,154
284,"(17, 21)","(17, 20)",North,"[(17, 20)]","[(17, 21), (13, 21), (17, 17), (9, 21), (31, 32), (20, 21), (25, 22), (34, 33), (33, 34), (21, 22), (22, 21)]","[(17, 17), (13, 21), (20, 21), (9, 21), (31, 32), (22, 21), (25, 22), (34, 33), (33, 34), (21, 22)]",285,118,36,154
285,"(17, 17)","(16, 17)",East,"[(18, 17), (16, 17)]","[(17, 17), (13, 21), (20, 21), (9, 21), (31, 32), (22, 21), (25, 22), (34, 33), (33, 34), (21, 22)]","[(13, 21), (9, 21), (20, 21), (33, 34), (31, 32), (22, 21), (25, 22), (34, 33), (21, 22), (18, 17)]",286,122,32,154
286,"(13, 21)","(13, 20)",North,"[(13, 20), (14, 21), (12, 21)]","[(13, 21), (9, 21), (20, 21), (33, 34), (31, 32), (22, 21), (25, 22), (34, 33), (21, 22), (18, 17)]","[(9, 21), (12, 21), (20, 21), (33, 34), (31, 32), (22, 21), (25, 22), (34, 33), (21, 22), (14, 21), (18, 17)]",287,122,32,154
287,"(9, 21)","(9, 20)",North,"[(9, 22), (9, 20)]","[(9, 21), (12, 21), (20, 21), (33, 34), (31, 32), (22, 21), (25, 22), (34, 33), (21, 22), (14, 21), (18, 17)]","[(20, 21), (12, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (14, 21), (9, 22)]",288,126,28,154
288,"(20, 21)","(21, 21)",West,"[(21, 21), (19, 21)]","[(20, 21), (12, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (14, 21), (9, 22)]","[(12, 21), (19, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22), (14, 21)]",289,115,39,154
289,"(12, 21)","(13, 21)",West,"[(13, 21), (11, 21)]","[(12, 21), (19, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22), (14, 21)]","[(19, 21), (11, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22), (14, 21)]",290,123,31,154
290,"(19, 21)","(20, 21)",West,"[(20, 21)]","[(19, 21), (11, 21), (25, 22), (33, 34), (31, 32), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22), (14, 21)]","[(11, 21), (31, 32), (25, 22), (33, 34), (14, 21), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22)]",291,116,38,154
291,"(11, 21)","(12, 21)",West,"[(12, 21)]","[(11, 21), (31, 32), (25, 22), (33, 34), (14, 21), (22, 21), (18, 17), (34, 33), (21, 22), (9, 22)]","[(31, 32), (33, 34), (25, 22), (34, 33), (14, 21), (22, 21), (18, 17), (9, 22), (21, 22)]",292,124,30,154
292,"(31, 32)","(31, 31)",North,"[(31, 33), (31, 31)]","[(31, 32), (33, 34), (25, 22), (34, 33), (14, 21), (22, 21), (18, 17), (9, 22), (21, 22)]","[(25, 22), (33, 34), (21, 22), (34, 33), (14, 21), (22, 21), (18, 17), (9, 22), (31, 33)]",293,95,61,156
293,"(25, 22)","(25, 21)",North,"[(25, 23), (25, 21)]","[(25, 22), (33, 34), (21, 22), (34, 33), (14, 21), (22, 21), (18, 17), (9, 22), (31, 33)]","[(33, 34), (34, 33), (21, 22), (9, 22), (14, 21), (22, 21), (18, 17), (31, 33), (25, 23)]",294,111,45,156
294,"(33, 34)","(33, 33)",North,"[(33, 35), (33, 33)]","[(33, 34), (34, 33), (21, 22), (9, 22), (14, 21), (22, 21), (18, 17), (31, 33), (25, 23)]","[(34, 33), (14, 21), (21, 22), (9, 22), (25, 23), (22, 21), (18, 17), (31, 33), (33, 35)]",295,91,65,156
295,"(34, 33)","(33, 33)",East,"[(35, 33), (33, 33)]","[(34, 33), (14, 21), (21, 22), (9, 22), (25, 23), (22, 21), (18, 17), (31, 33), (33, 35)]","[(21, 22), (14, 21), (22, 21), (9, 22), (25, 23), (33, 35), (18, 17), (31, 33), (35, 33)]",296,91,65,156
296,"(21, 22)","(21, 21)",North,"[(21, 23), (21, 21)]","[(21, 22), (14, 21), (22, 21), (9, 22), (25, 23), (33, 35), (18, 17), (31, 33), (35, 33)]","[(22, 21), (14, 21), (18, 17), (9, 22), (25, 23), (33, 35), (35, 33), (31, 33), (21, 23)]",297,115,41,156
297,"(22, 21)","(21, 21)",East,"[(23, 21), (21, 21)]","[(22, 21), (14, 21), (18, 17), (9, 22), (25, 23), (33, 35), (35, 33), (31, 33), (21, 23)]","[(18, 17), (14, 21), (33, 35), (9, 22), (25, 23), (21, 23), (35, 33), (31, 33), (23, 21)]",298,115,41,156
298,"(18, 17)","(17, 17)",East,"[(19, 17), (17, 17)]","[(18, 17), (14, 21), (33, 35), (9, 22), (25, 23), (21, 23), (35, 33), (31, 33), (23, 21)]","[(14, 21), (9, 22), (33, 35), (31, 33), (25, 23), (21, 23), (35, 33), (23, 21), (19, 17)]",299,123,33,156
299,"(14, 21)","(13, 21)",East,"[(15, 21), (13, 21)]","[(14, 21), (9, 22), (33, 35), (31, 33), (25, 23), (21, 23), (35, 33), (23, 21), (19, 17)]","[(9, 22), (31, 33), (33, 35), (23, 21), (25, 23), (21, 23), (35, 33), (19, 17), (15, 21)]",300,123,33,156
300,"(9, 22)","(9, 21)",North,"[(9, 23), (9, 21)]","[(9, 22), (31, 33), (33, 35), (23, 21), (25, 23), (21, 23), (35, 33), (19, 17), (15, 21)]","[(31, 33), (25, 23), (33, 35), (23, 21), (15, 21), (21, 23), (35, 33), (19, 17), (9, 23)]",301,127,29,156
301,"(31, 33)","(31, 32)",North,"[(31, 32)]","[(31, 33), (25, 23), (33, 35), (23, 21), (15, 21), (21, 23), (35, 33), (19, 17), (9, 23)]","[(25, 23), (23, 21), (33, 35), (19, 17), (15, 21), (21, 23), (35, 33), (9, 23)]",302,96,62,158
302,"(25, 23)","(25, 22)",North,"[(25, 24), (25, 22), (26, 23), (24, 23)]","[(25, 23), (23, 21), (33, 35), (19, 17), (15, 21), (21, 23), (35, 33), (9, 23)]","[(33, 35), (23, 21), (35, 33), (19, 17), (15, 21), (21, 23), (9, 23), (25, 24), (26, 23), (24, 23)]",303,112,46,158
303,"(33, 35)","(33, 34)",North,"[(33, 34), (32, 35)]","[(33, 35), (23, 21), (35, 33), (19, 17), (15, 21), (21, 23), (9, 23), (25, 24), (26, 23), (24, 23)]","[(35, 33), (23, 21), (21, 23), (19, 17), (15, 21), (24, 23), (9, 23), (25, 24), (26, 23), (32, 35)]",304,92,66,158
304,"(35, 33)","(34, 33)",East,"[(35, 34), (34, 33)]","[(35, 33), (23, 21), (21, 23), (19, 17), (15, 21), (24, 23), (9, 23), (25, 24), (26, 23), (32, 35)]","[(21, 23), (23, 21), (9, 23), (19, 17), (15, 21), (24, 23), (32, 35), (25, 24), (26, 23), (35, 34)]",305,92,66,158
305,"(21, 23)","(21, 22)",North,"[(21, 22), (20, 23)]","[(21, 23), (23, 21), (9, 23), (19, 17), (15, 21), (24, 23), (32, 35), (25, 24), (26, 23), (35, 34)]","[(23, 21), (19, 17), (9, 23), (25, 24), (15, 21), (24, 23), (32, 35), (35, 34), (26, 23), (20, 23)]",306,116,42,158
306,"(23, 21)","(22, 21)",East,"[(22, 21)]","[(23, 21), (19, 17), (9, 23), (25, 24), (15, 21), (24, 23), (32, 35), (35, 34), (26, 23), (20, 23)]","[(19, 17), (15, 21), (9, 23), (25, 24), (20, 23), (24, 23), (32, 35), (35, 34), (26, 23)]",307,116,42,158
307,"(19, 17)","(18, 17)",East,"[(19, 16), (18, 17)]","[(19, 17), (15, 21), (9, 23), (25, 24), (20, 23), (24, 23), (32, 35), (35, 34), (26, 23)]","[(15, 21), (20, 23), (9, 23), (19, 16), (26, 23), (24, 23), (32, 35), (35, 34), (25, 24)]",308,124,34,158
308,"(15, 21)","(14, 21)",East,"[(15, 22), (14, 21)]","[(15, 21), (20, 23), (9, 23), (19, 16), (26, 23), (24, 23), (32, 35), (35, 34), (25, 24)]","[(9, 23), (20, 23), (24, 23), (19, 16), (26, 23), (25, 24), (32, 35), (35, 34), (15, 22)]",309,124,34,158
309,"(9, 23)","(9, 22)",North,"[(9, 22), (10, 23), (8, 23)]","[(9, 23), (20, 23), (24, 23), (19, 16), (26, 23), (25, 24), (32, 35), (35, 34), (15, 22)]","[(24, 23), (20, 23), (32, 35), (19, 16), (8, 23), (25, 24), (15, 22), (35, 34), (10, 23), (26, 23)]",310,128,30,158
310,"(24, 23)","(25, 23)",West,"[(25, 23), (23, 23)]","[(24, 23), (20, 23), (32, 35), (19, 16), (8, 23), (25, 24), (15, 22), (35, 34), (10, 23), (26, 23)]","[(32, 35), (20, 23), (25, 24), (19, 16), (8, 23), (26, 23), (15, 22), (35, 34), (10, 23), (23, 23)]",311,113,45,158
311,"(32, 35)","(33, 35)",West,"[(33, 35), (31, 35)]","[(32, 35), (20, 23), (25, 24), (19, 16), (8, 23), (26, 23), (15, 22), (35, 34), (10, 23), (23, 23)]","[(20, 23), (19, 16), (25, 24), (23, 23), (8, 23), (26, 23), (15, 22), (35, 34), (10, 23), (31, 35)]",312,93,65,158
312,"(20, 23)","(21, 23)",West,"[(21, 23), (19, 23)]","[(20, 23), (19, 16), (25, 24), (23, 23), (8, 23), (26, 23), (15, 22), (35, 34), (10, 23), (31, 35)]","[(19, 16), (8, 23), (25, 24), (23, 23), (31, 35), (26, 23), (15, 22), (35, 34), (10, 23), (19, 23)]",313,117,41,158
313,"(19, 16)","(19, 17)",South,"[(19, 17), (19, 15)]","[(19, 16), (8, 23), (25, 24), (23, 23), (31, 35), (26, 23), (15, 22), (35, 34), (10, 23), (19, 23)]","[(8, 23), (23, 23), (25, 24), (19, 23), (31, 35), (26, 23), (15, 22), (35, 34), (10, 23), (19, 15)]",314,125,33,158
314,"(8, 23)","(9, 23)",West,"[(9, 23), (7, 23)]","[(8, 23), (23, 23), (25, 24), (19, 23), (31, 35), (26, 23), (15, 22), (35, 34), (10, 23), (19, 15)]","[(23, 23), (31, 35), (25, 24), (19, 23), (19, 15), (26, 23), (15, 22), (35, 34), (10, 23), (7, 23)]",315,129,29,158
315,"(23, 23)","(24, 23)",West,"[(24, 23)]","[(23, 23), (31, 35), (25, 24), (19, 23), (19, 15), (26, 23), (15, 22), (35, 34), (10, 23), (7, 23)]","[(31, 35), (19, 23), (25, 24), (7, 23), (19, 15), (26, 23), (15, 22), (35, 34), (10, 23)]",316,114,44,158
316,"(31, 35)","(32, 35)",West,"[(32, 35), (30, 35)]","[(31, 35), (19, 23), (25, 24), (7, 23), (19, 15), (26, 23), (15, 22), (35, 34), (10, 23)]","[(19, 23), (19, 15), (25, 24), (7, 23), (10, 23), (26, 23), (15, 22), (35, 34), (30, 35)]",317,94,64,158
317,"(19, 23)","(20, 23)",West,"[(20, 23), (18, 23)]","[(19, 23), (19, 15), (25, 24), (7, 23), (10, 23), (26, 23), (15, 22), (35, 34), (30, 35)]","[(19, 15), (7, 23), (25, 24), (30, 35), (10, 23), (26, 23), (15, 22), (35, 34), (18, 23)]",318,118,40,158
318,"(19, 15)","(19, 16)",South,"[(19, 16)]","[(19, 15), (7, 23), (25, 24), (30, 35), (10, 23), (26, 23), (15, 22), (35, 34), (18, 23)]","[(7, 23), (30, 35), (25, 24), (18, 23), (10, 23), (26, 23), (15, 22), (35, 34)]",319,126,32,158
319,"(7, 23)","(8, 23)",West,"[(7, 22), (8, 23)]","[(7, 23), (30, 35), (25, 24), (18, 23), (10, 23), (26, 23), (15, 22), (35, 34)]","[(30, 35), (18, 23), (25, 24), (7, 22), (10, 23), (26, 23), (15, 22), (35, 34)]",320,130,28,158
320,"(30, 35)","(31, 35)",West,"[(31, 35), (29, 35)]","[(30, 35), (18, 23), (25, 24), (7, 22), (10, 23), (26, 23), (15, 22), (35, 34)]","[(18, 23), (7, 22), (25, 24), (29, 35), (10, 23), (26, 23), (15, 22), (35, 34)]",321,95,63,158
321,"(18, 23)","(19, 23)",West,"[(19, 23), (17, 23)]","[(18, 23), (7, 22), (25, 24), (29, 35), (10, 23), (26, 23), (15, 22), (35, 34)]","[(7, 22), (29, 35), (25, 24), (17, 23), (10, 23), (26, 23), (15, 22), (35, 34)]",322,119,39,158
322,"(7, 22)","(7, 23)",South,"[(7, 23), (7, 21)]","[(7, 22), (29, 35), (25, 24), (17, 23), (10, 23), (26, 23), (15, 22), (35, 34)]","[(29, 35), (17, 23), (25, 24), (7, 21), (10, 23), (26, 23), (15, 22), (35, 34)]",323,131,27,158
323,"(29, 35)","(30, 35)",West,"[(30, 35)]","[(29, 35), (17, 23), (25, 24), (7, 21), (10, 23), (26, 23), (15, 22), (35, 34)]","[(17, 23), (7, 21), (25, 24), (35, 34), (10, 23), (26, 23), (15, 22)]",324,96,62,158
324,"(17, 23)","(18, 23)",West,"[(18, 23)]","[(17, 23), (7, 21), (25, 24), (35, 34), (10, 23), (26, 23), (15, 22)]","[(7, 21), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]",325,120,38,158
325,"(7, 21)","(7, 22)",South,"[(7, 22), (7, 20)]","[(7, 21), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]","[(7, 20), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]",326,132,26,158
326,"(7, 20)","(7, 21)",South,"[(7, 21), (7, 19)]","[(7, 20), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]","[(7, 19), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]",327,133,25,158
327,"(7, 19)","(7, 20)",South,"[(7, 20)]","[(7, 19), (35, 34), (25, 24), (15, 22), (10, 23), (26, 23)]","[(25, 24), (35, 34), (26, 23), (15, 22), (10, 23)]",328,134,24,158
328,"(25, 24)","(25, 23)",North,"[(25, 25), (25, 23)]","[(25, 24), (35, 34), (26, 23), (15, 22), (10, 23)]","[(26, 23), (35, 34), (10, 23), (15, 22), (25, 25)]",329,113,47,160
329,"(26, 23)","(25, 23)",East,"[(27, 23), (25, 23)]","[(26, 23), (35, 34), (10, 23), (15, 22), (25, 25)]","[(35, 34), (15, 22), (10, 23), (25, 25), (27, 23)]",330,113,47,160
330,"(35, 34)","(35, 33)",North,"[(35, 35), (35, 33)]","[(35, 34), (15, 22), (10, 23), (25, 25), (27, 23)]","[(15, 22), (25, 25), (10, 23), (27, 23), (35, 35)]",331,93,67,160
331,"(15, 22)","(15, 21)",North,"[(15, 23), (15, 21)]","[(15, 22), (25, 25), (10, 23), (27, 23), (35, 35)]","[(10, 23), (25, 25), (35, 35), (27, 23), (15, 23)]",332,125,35,160
332,"(10, 23)","(9, 23)",East,"[(11, 23), (9, 23)]","[(10, 23), (25, 25), (35, 35), (27, 23), (15, 23)]","[(25, 25), (27, 23), (35, 35), (15, 23), (11, 23)]",333,129,31,160
333,"(25, 25)","(25, 24)",North,"[(25, 26), (25, 24), (26, 25)]","[(25, 25), (27, 23), (35, 35), (15, 23), (11, 23)]","[(27, 23), (15, 23), (35, 35), (11, 23), (25, 26), (26, 25)]",334,114,48,162
334,"(27, 23)","(26, 23)",East,"[(26, 23)]","[(27, 23), (15, 23), (35, 35), (11, 23), (25, 26), (26, 25)]","[(35, 35), (15, 23), (26, 25), (11, 23), (25, 26)]",335,114,48,162
335,"(35, 35)","(35, 34)",North,"[(35, 34)]","[(35, 35), (15, 23), (26, 25), (11, 23), (25, 26)]","[(15, 23), (11, 23), (26, 25), (25, 26)]",336,94,68,162
336,"(15, 23)","(15, 22)",North,"[(15, 24), (15, 22), (14, 23)]","[(15, 23), (11, 23), (26, 25), (25, 26)]","[(11, 23), (14, 23), (26, 25), (15, 24), (25, 26)]",337,126,36,162
337,"(11, 23)","(10, 23)",East,"[(10, 23)]","[(11, 23), (14, 23), (26, 25), (15, 24), (25, 26)]","[(14, 23), (25, 26), (26, 25), (15, 24)]",338,130,32,162
338,"(14, 23)","(15, 23)",West,"[(15, 23), (13, 23)]","[(14, 23), (25, 26), (26, 25), (15, 24)]","[(13, 23), (25, 26), (26, 25), (15, 24)]",339,127,35,162
339,"(13, 23)","(14, 23)",West,"[(13, 24), (14, 23)]","[(13, 23), (25, 26), (26, 25), (15, 24)]","[(25, 26), (15, 24), (26, 25), (13, 24)]",340,128,34,162
340,"(25, 26)","(25, 25)",North,"[(25, 27), (25, 25)]","[(25, 26), (15, 24), (26, 25), (13, 24)]","[(26, 25), (15, 24), (13, 24), (25, 27)]",341,115,49,164
341,"(26, 25)","(25, 25)",East,"[(27, 25), (25, 25)]","[(26, 25), (15, 24), (13, 24), (25, 27)]","[(15, 24), (25, 27), (13, 24), (27, 25)]",342,115,49,164
342,"(15, 24)","(15, 23)",North,"[(15, 25), (15, 23)]","[(15, 24), (25, 27), (13, 24), (27, 25)]","[(13, 24), (25, 27), (27, 25), (15, 25)]",343,127,37,164
343,"(13, 24)","(13, 23)",North,"[(13, 25), (13, 23)]","[(13, 24), (25, 27), (27, 25), (15, 25)]","[(25, 27), (15, 25), (27, 25), (13, 25)]",344,129,35,164
344,"(25, 27)","(25, 26)",North,"[(25, 28), (25, 26), (26, 27)]","[(25, 27), (15, 25), (27, 25), (13, 25)]","[(27, 25), (15, 25), (13, 25), (25, 28), (26, 27)]",345,116,50,166
345,"(27, 25)","(26, 25)",East,"[(26, 25)]","[(27, 25), (15, 25), (13, 25), (25, 28), (26, 27)]","[(15, 25), (25, 28), (13, 25), (26, 27)]",346,116,50,166
346,"(15, 25)","(15, 24)",North,"[(15, 26), (15, 24)]","[(15, 25), (25, 28), (13, 25), (26, 27)]","[(13, 25), (25, 28), (26, 27), (15, 26)]",347,128,38,166
347,"(13, 25)","(13, 24)",North,"[(13, 24)]","[(13, 25), (25, 28), (26, 27), (15, 26)]","[(25, 28), (15, 26), (26, 27)]",348,130,36,166
348,"(25, 28)","(25, 27)",North,"[(25, 29), (25, 27)]","[(25, 28), (15, 26), (26, 27)]","[(26, 27), (15, 26), (25, 29)]",349,117,51,168
349,"(26, 27)","(25, 27)",East,"[(27, 27), (25, 27)]","[(26, 27), (15, 26), (25, 29)]","[(15, 26), (25, 29), (27, 27)]",350,117,51,168
350,"(15, 26)","(15, 25)",North,"[(15, 27), (15, 25)]","[(15, 26), (25, 29), (27, 27)]","[(25, 29), (27, 27), (15, 27)]",351,129,39,168
351,"(25, 29)","(25, 28)",North,"[(25, 30), (25, 28), (26, 29), (24, 29)]","[(25, 29), (27, 27), (15, 27)]","[(27, 27), (15, 27), (25, 30), (26, 29), (24, 29)]",352,118,52,170
352,"(27, 27)","(26, 27)",East,"[(26, 27)]","[(27, 27), (15, 27), (25, 30), (26, 29), (24, 29)]","[(15, 27), (24, 29), (25, 30), (26, 29)]",353,118,52,170
353,"(15, 27)","(15, 26)",North,"[(15, 26), (16, 27)]","[(15, 27), (24, 29), (25, 30), (26, 29)]","[(24, 29), (26, 29), (25, 30), (16, 27)]",354,130,40,170
354,"(24, 29)","(25, 29)",West,"[(25, 29), (23, 29)]","[(24, 29), (26, 29), (25, 30), (16, 27)]","[(23, 29), (25, 30), (16, 27), (26, 29)]",355,119,51,170
355,"(23, 29)","(24, 29)",West,"[(24, 29)]","[(23, 29), (25, 30), (16, 27), (26, 29)]","[(25, 30), (26, 29), (16, 27)]",356,120,50,170
356,"(25, 30)","(25, 29)",North,"[(25, 31), (25, 29)]","[(25, 30), (26, 29), (16, 27)]","[(26, 29), (16, 27), (25, 31)]",357,119,53,172
357,"(26, 29)","(25, 29)",East,"[(27, 29), (25, 29)]","[(26, 29), (16, 27), (25, 31)]","[(16, 27), (25, 31), (27, 29)]",358,119,53,172
358,"(16, 27)","(15, 27)",East,"[(17, 27), (15, 27)]","[(16, 27), (25, 31), (27, 29)]","[(25, 31), (27, 29), (17, 27)]",359,131,41,172
359,"(25, 31)","(25, 30)",North,"[(25, 32), (25, 30)]","[(25, 31), (27, 29), (17, 27)]","[(27, 29), (17, 27), (25, 32)]",360,120,54,174
360,"(27, 29)","(26, 29)",East,"[(27, 30), (26, 29)]","[(27, 29), (17, 27), (25, 32)]","[(17, 27), (25, 32), (27, 30)]",361,120,54,174
361,"(17, 27)","(16, 27)",East,"[(17, 26), (18, 27), (16, 27)]","[(17, 27), (25, 32), (27, 30)]","[(17, 26), (27, 30), (25, 32), (18, 27)]",362,132,42,174
362,"(17, 26)","(17, 27)",South,"[(17, 27), (17, 25)]","[(17, 26), (27, 30), (25, 32), (18, 27)]","[(17, 25), (25, 32), (18, 27), (27, 30)]",363,133,41,174
363,"(17, 25)","(17, 26)",South,"[(17, 26)]","[(17, 25), (25, 32), (18, 27), (27, 30)]","[(25, 32), (27, 30), (18, 27)]",364,134,40,174
364,"(25, 32)","(25, 31)",North,"[(25, 33), (25, 31)]","[(25, 32), (27, 30), (18, 27)]","[(27, 30), (18, 27), (25, 33)]",365,121,55,176
365,"(27, 30)","(27, 29)",North,"[(27, 31), (27, 29)]","[(27, 30), (18, 27), (25, 33)]","[(18, 27), (25, 33), (27, 31)]",366,121,55,176
366,"(18, 27)","(17, 27)",East,"[(19, 27), (17, 27)]","[(18, 27), (25, 33), (27, 31)]","[(25, 33), (27, 31), (19, 27)]",367,133,43,176
